SUBDISTRICT_ID	KM_CATEGORY	TAX_PRICE	DURATION	OPERATIONAL_COST
355030815000030	2.0	7.312229299363062	6.523809523809519	0.9855541718555416
355030815000030	2.5	7.469387755102042	8.17073170731706	1.231942714819427
355030815000030	3.0	8.40841584158416	8.69565217391303	1.4783312577833123
355030815000030	3.5	8.393925925925926	9.793103448275836	1.7247198007471978
355030815000030	4.0	12.246666666666664	13.411764705882364	1.9711083437110832
355030815000030	4.5	10.834927536231884	10.923076923076914	2.2174968866749687
355030815000030	5.5	15.596875000000002	13.375	2.7102739726027396
355030815000030	6.0	13.987666666666666	14.785714285714281	2.9566625155666246
355030815000030	6.5	13.50527272727273	14.357142857142861	3.20305105853051
355030815000030	7.5	15.69481012658228	13.421052631578956	3.695828144458281
355030815000030	8.0	17.40326086956522	14.516129032258052	3.9422166874221665
355030815000030	8.5	19.850681818181823	19.818181818181838	4.1886052303860515
355030815000030	9.0	21.058333333333337	20.15789473684209	4.434993773349937
355030815000030	10.0	24.417812499999997	24.066666666666684	4.927770859277708
355030815000030	10.5	23.640048309178738	21.34782608695654	5.174159402241593
355030815000030	11.0	22.466214285714283	20.692307692307654	5.420547945205479
355030815000030	12.5	27.294897959183675	21.368421052631625	6.159713574097135
355030815000030	17.0	28.11	18.22222222222221	8.377210460772103
355030838000198	0.5	7.122038834951449	4.524590163934425	0.2463885429638854
355030838000198	1.0	7.455469798657724	7.068181818181803	0.4927770859277708
355030838000198	1.5	7.533949579831935	6.138888888888904	0.7391656288916562
355030838000198	2.0	7.899999999999999	7.300000000000005	0.9855541718555416
355030838000198	3.0	8.443809523809522	10.20000000000003	1.4783312577833123
355030838000198	4.0	9.316607142857142	12.764705882352931	1.9711083437110832
355030838000198	4.5	10.946105263157897	14.159090909090922	2.2174968866749687
355030838000198	5.0	10.835508474576269	14.083333333333313	2.463885429638854
355030838000198	5.5	15.969701492537311	15.533333333333323	2.7102739726027396
355030838000198	6.0	16.110000000000003	15.833333333333309	2.9566625155666246
355030838000198	6.5	16.334166666666665	16.52941176470587	3.20305105853051
355030838000198	8.0	20.72811320754717	17.34782608695651	3.9422166874221665
355030838000198	8.5	22.104444444444443	17.0	4.1886052303860515
355030838000198	9.0	20.69770833333334	17.8125	4.434993773349937
355030838000198	9.5	20.21409090909091	19.941176470588257	4.681382316313822
355030838000198	10.0	26.797727272727276	22.09090909090908	4.927770859277708
355030838000198	10.5	29.36466666666667	22.899999999999988	5.174159402241593
355030838000198	11.0	30.47935483870967	26.63636363636363	5.420547945205479
355030838000198	11.5	26.60041420118342	24.05882352941172	5.666936488169364
355030838000198	12.0	30.111730769230764	25.869565217391276	5.913325031133249
355030838000198	13.0	28.682080924855498	26.151515151515092	6.40610211706102
355030838000198	13.5	33.00119047619049	28.75675675675669	6.652490660024906
355030838000198	14.0	37.4857594936709	30.511627906976774	6.898879202988791
355030838000198	14.5	33.94543999999999	27.47826086956515	7.145267745952677
355030871000079	1.5	7.471774193548382	8.461538461538456	0.7391656288916562
355030871000079	2.5	7.698793103448276	10.695652173913041	1.231942714819427
355030871000079	3.5	10.101764705882353	14.142857142857153	1.7247198007471978
355030871000079	4.0	11.81066225165563	15.583333333333325	1.9711083437110832
355030871000079	5.0	11.12425	14.875	2.463885429638854
355030871000079	5.5	13.390272108843538	17.4430379746836	2.7102739726027396
355030871000079	6.5	13.417519999999994	16.39682539682536	3.20305105853051
355030871000079	7.0	16.87168478260869	21.407894736842085	3.4494396014943955
355030871000079	7.5	21.042000000000005	24.607142857142875	3.695828144458281
355030871000079	8.0	24.775740740740737	25.84999999999999	3.9422166874221665
355030871000079	8.5	24.82328502415459	22.645833333333346	4.1886052303860515
355030871000079	9.5	24.267985074626864	28.25	4.681382316313822
355030871000079	10.0	26.697380952380954	27.717391304347878	4.927770859277708
355030871000079	15.0	37.05753246753247	29.59459459459459	7.391656288916562
